variable_source_id,geom_dependency_uuid,variable_name,variable_desc,data_source_uuid,geom_join_column,attr_concept_id,attr_start_date,attr_end_date,attr_source_value,value_as_number_col,value_source_value,unit_concept_id,value_as_concept_id,dataset_type
140,7700,SVI_EPL_GROUPQ,SVI 2014: Percentile percentage of persons in institutionalized and noninstitutionalized group quarters estimate,9914,FIPS,,2014-01-01,2014-12-31,epl_groupq,epl_groupq,epl_groupq,,,SVI
141,7700,SVI_F_POV,"SVI 2014: Flag - the percentage of persons in poverty is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_pov,f_pov,f_pov,,,SVI
142,7700,SVI_F_UNEMP,"SVI 2014: Flag - the percentage of civilian unemployed is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_unemp,f_unemp,f_unemp,,,SVI
143,7700,SVI_F_PCI,"SVI 2014: Flag - per capita income is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_pci,f_pci,f_pci,,,SVI
144,7700,SVI_F_NOHSDP,"SVI 2014: Flag - the percentage of persons with no high school diploma is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_nohsdp,f_nohsdp,f_nohsdp,,,SVI
145,7700,SVI_F_AGE65,"SVI 2014: Flag - the percentage of persons aged 65 and older is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_age65,f_age65,f_age65,,,SVI
146,7700,SVI_F_AGE17,"SVI 2014: Flag - the percentage of persons aged 17 and younger is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_age17,f_age17,f_age17,,,SVI
147,7700,SVI_F_DISABL,"SVI 2014: Flag - the percentage of persons with a disability is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_disabl,f_disabl,f_disabl,,,SVI
148,7700,SVI_F_SNGPNT,"SVI 2014: Flag - the percentage of single parent households is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_sngpnt,f_sngpnt,f_sngpnt,,,SVI
149,7700,SVI_F_MINRTY,"SVI 2014: Flag - the percentage of minority is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_minrty,f_minrty,f_minrty,,,SVI
150,7700,SVI_F_LIMENG,"SVI 2014: Flag - the percentage those with limited English is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_limeng,f_limeng,f_limeng,,,SVI
151,7700,SVI_F_MUNIT,"SVI 2014: Flag - the percentage of households in multi-unit housing is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_munit,f_munit,f_munit,,,SVI
152,7700,SVI_F_MOBILE,"SVI 2014: Flag - the percentage of mobile homes is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_mobile,f_mobile,f_mobile,,,SVI
153,7700,SVI_F_CROWD,"SVI 2014: Flag - the percentage of crowded households is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_crowd,f_crowd,f_crowd,,,SVI
154,7700,SVI_F_NOVEH,"SVI 2014: Flag - the percentage of households with no vehicles is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_noveh,f_noveh,f_noveh,,,SVI
155,7700,SVI_F_GROUPQ,"SVI 2014: Flag - the percentage of persons in institutionalized and noninstitutionalized group quarters is in the 90th percentile (1 = yes, 0 = no)",9914,FIPS,,2014-01-01,2014-12-31,f_groupq,f_groupq,f_groupq,,,SVI
156,7700,SVI_F_TOTAL,SVI 2014: Sum of flags for the four themes,9914,FIPS,,2014-01-01,2014-12-31,f_total,f_total,f_total,,,SVI
157,7700,SVI_E_UNINSUR,"SVI 2014: Adjunct variable - Uninsured in the total civilian noninstitutionalized population estimate, 2010-2014 ACS",9914,FIPS,,2014-01-01,2014-12-31,e_uninsur,e_uninsur,e_uninsur,,,SVI
158,7700,SVI_M_UNINSUR,"SVI 2014: Adjunct variable - Uninsured in the total civilian noninstitutionalized population estimate MOE, 2010-2014 ACS",9914,FIPS,,2014-01-01,2014-12-31,m_uninsur,m_uninsur,m_uninsur,,,SVI
159,7700,SVI_EP_UNINSUR,"SVI 2014: Adjunct variable - Percentage uninsured in the total civilian noninstitutionalized population estimate, 2010-2014 ACS",9914,FIPS,,2014-01-01,2014-12-31,ep_uninsur,ep_uninsur,ep_uninsur,,,SVI
160,7700,SVI_MP_UNINSUR,"SVI 2014: Adjunct variable - Percentage uninsured in the total civilian noninstitutionalized population estimate MOE, 2010-2014 ACS",9914,FIPS,,2014-01-01,2014-12-31,mp_uninsur,mp_uninsur,mp_uninsur,,,SVI
161,7700,SVI_E_TOTPOP,"SVI 2016: Population estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_totpop,e_totpop,e_totpop,,,SVI
162,7700,SVI_M_TOTPOP,"SVI 2016: Population estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_totpop,m_totpop,m_totpop,,,SVI
163,7700,SVI_E_HU,"SVI 2016: Housing units estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_hu,e_hu,e_hu,,,SVI
164,7700,SVI_M_HU,"SVI 2016: Housing units estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_hu,m_hu,m_hu,,,SVI
165,7700,SVI_E_HH,"SVI 2016: Households estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_hh,e_hh,e_hh,,,SVI
166,7700,SVI_M_HH,"SVI 2016: Households estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_hh,m_hh,m_hh,,,SVI
167,7700,SVI_E_POV,"SVI 2016: Persons below poverty estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_pov,e_pov,e_pov,,,SVI
168,7700,SVI_M_POV,"SVI 2016: Persons below poverty estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_pov,m_pov,m_pov,,,SVI
169,7700,SVI_E_UNEMP,"SVI 2016: Civilian (age 16+) unemployed estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_unemp,e_unemp,e_unemp,,,SVI
170,7700,SVI_M_UNEMP,"SVI 2016: Civilian (age 16+) unemployed estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_unemp,m_unemp,m_unemp,,,SVI
171,7700,SVI_E_PCI,"SVI 2016: Per capita income estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_pci,e_pci,e_pci,,,SVI
172,7700,SVI_M_PCI,"SVI 2016: Per capita income estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_pci,m_pci,m_pci,,,SVI
173,7700,SVI_E_NOHSDP,"SVI 2016: Persons (age 25+) with no high school diploma estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_nohsdp,e_nohsdp,e_nohsdp,,,SVI
174,7700,SVI_M_NOHSDP,"SVI 2016: Persons (age 25+) with no high school diploma estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_nohsdp,m_nohsdp,m_nohsdp,,,SVI
175,7700,SVI_E_AGE65,"SVI 2016: Persons aged 65 and older estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_age65,e_age65,e_age65,,,SVI
176,7700,SVI_M_AGE65,"SVI 2016: Persons aged 65 and older estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_age65,m_age65,m_age65,,,SVI
177,7700,SVI_E_AGE17,"SVI 2016: Persons aged 17 and younger estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_age17,e_age17,e_age17,,,SVI
178,7700,SVI_M_AGE17,"SVI 2016: Persons aged 17 and younger estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_age17,m_age17,m_age17,,,SVI
179,7700,SVI_E_DISABL,"SVI 2016: Civilian noninstitutionalized population with a disability estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_disabl,e_disabl,e_disabl,,,SVI
180,7700,SVI_M_DISABL,"SVI 2016: Civilian noninstitutionalized population with a disability estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_disabl,m_disabl,m_disabl,,,SVI
181,7700,SVI_E_SNGPNT,"SVI 2016: Single parent household with children under 18 estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_sngpnt,e_sngpnt,e_sngpnt,,,SVI
182,7700,SVI_M_SNGPNT,"SVI 2016: Single parent household with children under 18 estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_sngpnt,m_sngpnt,m_sngpnt,,,SVI
183,7700,SVI_E_MINRTY,"SVI 2016: Minority (all persons except white, non-Hispanic) estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_minrty,e_minrty,e_minrty,,,SVI
184,7700,SVI_M_MINRTY,"SVI 2016: Minority (all persons except white, non-Hispanic) estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_minrty,m_minrty,m_minrty,,,SVI
185,7700,SVI_E_LIMENG,"SVI 2016: Persons (age 5+) who speak English ""less than well"" estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_limeng,e_limeng,e_limeng,,,SVI
186,7700,SVI_M_LIMENG,"SVI 2016: Persons (age 5+) who speak English ""less than well"" estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_limeng,m_limeng,m_limeng,,,SVI
187,7700,SVI_E_MUNIT,"SVI 2016: Housing in structures with 10 or more units estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_munit,e_munit,e_munit,,,SVI
188,7700,SVI_M_MUNIT,"SVI 2016: Housing in structures with 10 or more units estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_munit,m_munit,m_munit,,,SVI
189,7700,SVI_E_MOBILE,"SVI 2016: Mobile homes estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_mobile,e_mobile,e_mobile,,,SVI
190,7700,SVI_M_MOBILE,"SVI 2016: Mobile homes estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_mobile,m_mobile,m_mobile,,,SVI
191,7700,SVI_E_CROWD,"SVI 2016: At household level (occupied housing units), more people than rooms estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_crowd,e_crowd,e_crowd,,,SVI
192,7700,SVI_M_CROWD,"SVI 2016: At household level (occupied housing units), more people than rooms estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_crowd,m_crowd,m_crowd,,,SVI
193,7700,SVI_E_NOVEH,"SVI 2016: Households with no vehicle available estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_noveh,e_noveh,e_noveh,,,SVI
194,7700,SVI_M_NOVEH,"SVI 2016: Households with no vehicle available estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_noveh,m_noveh,m_noveh,,,SVI
195,7700,SVI_E_GROUPQ,"SVI 2016: Persons in institutionalized and noninstitutionalized group quarters estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,e_groupq,e_groupq,e_groupq,,,SVI
196,7700,SVI_M_GROUPQ,"SVI 2016: Persons in institutionalized and noninstitutionalized group quarters estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,m_groupq,m_groupq,m_groupq,,,SVI
197,7700,SVI_EP_POV,SVI 2016: Percentage of persons below poverty estimate,9916,FIPS,,2016-01-01,2016-12-31,ep_pov,ep_pov,ep_pov,,,SVI
198,7700,SVI_MP_POV,SVI 2016: Percentage of persons below poverty estimate MOE,9916,FIPS,,2016-01-01,2016-12-31,mp_pov,mp_pov,mp_pov,,,SVI
199,7700,SVI_EP_UNEMP,SVI 2016: Percentage of civilian (age 16+) unemployed estimate,9916,FIPS,,2016-01-01,2016-12-31,ep_unemp,ep_unemp,ep_unemp,,,SVI
200,7700,SVI_MP_UNEMP,SVI 2016: Percentage of civilian (age 16+) unemployed estimate MOE,9916,FIPS,,2016-01-01,2016-12-31,mp_unemp,mp_unemp,mp_unemp,,,SVI
201,7700,SVI_EP_PCI,"SVI 2016: Per capita income estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,ep_pci,ep_pci,ep_pci,,,SVI
202,7700,SVI_MP_PCI,"SVI 2016: Per capita income estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,mp_pci,mp_pci,mp_pci,,,SVI
203,7700,SVI_EP_NOHSDP,SVI 2016: Percentage of persons with no high school diploma (age 25+) estimate,9916,FIPS,,2016-01-01,2016-12-31,ep_nohsdp,ep_nohsdp,ep_nohsdp,,,SVI
204,7700,SVI_MP_NOHSDP,SVI 2016: Percentage of persons with no high school diploma (25+) estimate MOE,9916,FIPS,,2016-01-01,2016-12-31,mp_nohsdp,mp_nohsdp,mp_nohsdp,,,SVI
205,7700,SVI_EP_AGE65,"SVI 2016: Percentage of persons aged 65 and older estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,ep_age65,ep_age65,ep_age65,,,SVI
206,7700,SVI_MP_AGE65,"SVI 2016: Percentage of persons aged 65 and older estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,mp_age65,mp_age65,mp_age65,,,SVI
207,7700,SVI_EP_AGE17,"SVI 2016: Percentage of persons aged 17 and younger estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,ep_age17,ep_age17,ep_age17,,,SVI
208,7700,SVI_MP_AGE17,"SVI 2016: Percentage of persons aged 17 and younger estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,mp_age17,mp_age17,mp_age17,,,SVI
209,7700,SVI_EP_DISABL,"SVI 2016: Percentage of civilian noninstitutionalized population with a disability estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,ep_disabl,ep_disabl,ep_disabl,,,SVI
210,7700,SVI_MP_DISABL,"SVI 2016: Percentage of civilian noninstitutionalized population with a disability estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,mp_disabl,mp_disabl,mp_disabl,,,SVI
211,7700,SVI_EP_SNGPNT,"SVI 2016: Percentage of single parent households with children under 18 estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,ep_sngpnt,ep_sngpnt,ep_sngpnt,,,SVI
212,7700,SVI_MP_SNGPNT,"SVI 2016: Percentage of single parent households with children under 18 estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,mp_sngpnt,mp_sngpnt,mp_sngpnt,,,SVI
213,7700,SVI_EP_MINRTY,"SVI 2016: Percentage minority (all persons except white, non-Hispanic) estimate, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,ep_minrty,ep_minrty,ep_minrty,,,SVI
214,7700,SVI_MP_MINRTY,"SVI 2016: Percentage minority (all persons except white, non-Hispanic) estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,mp_minrty,mp_minrty,mp_minrty,,,SVI
215,7700,SVI_EP_LIMENG,"SVI 2016: Percentage of persons (age 5+) who speak English ""less than well"" estimate, 2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,ep_limeng,ep_limeng,ep_limeng,,,SVI
216,7700,SVI_MP_LIMENG,"SVI 2016: Percentage of persons (age 5+) who speak English ""less than well"" estimate MOE, 2012-2016 ACS",9916,FIPS,,2016-01-01,2016-12-31,mp_limeng,mp_limeng,mp_limeng,,,SVI
217,7700,SVI_EP_MUNIT,SVI 2016: Percentage of housing in structures with 10 or more units estimate,9916,FIPS,,2016-01-01,2016-12-31,ep_munit,ep_munit,ep_munit,,,SVI
218,7700,SVI_E_TOTPOP,"SVI 2018: Population estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_totpop,e_totpop,e_totpop,,,SVI
219,7700,SVI_M_TOTPOP,"SVI 2018: Population estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_totpop,m_totpop,m_totpop,,,SVI
220,7700,SVI_E_HU,"SVI 2018: Housing units estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_hu,e_hu,e_hu,,,SVI
221,7700,SVI_M_HU,"SVI 2018: Housing units estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_hu,m_hu,m_hu,,,SVI
222,7700,SVI_E_HH,"SVI 2018: Households estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_hh,e_hh,e_hh,,,SVI
223,7700,SVI_M_HH,"SVI 2018: Households estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_hh,m_hh,m_hh,,,SVI
224,7700,SVI_E_POV,"SVI 2018: Persons below poverty estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_pov,e_pov,e_pov,,,SVI
225,7700,SVI_M_POV,"SVI 2018: Persons below poverty estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_pov,m_pov,m_pov,,,SVI
226,7700,SVI_E_UNEMP,"SVI 2018: Civilian (age 16+) unemployed estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_unemp,e_unemp,e_unemp,,,SVI
227,7700,SVI_M_UNEMP,"SVI 2018: Civilian (age 16+) unemployed estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_unemp,m_unemp,m_unemp,,,SVI
228,7700,SVI_E_PCI,"SVI 2018: Per capita income estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_pci,e_pci,e_pci,,,SVI
229,7700,SVI_M_PCI,"SVI 2018: Per capita income estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_pci,m_pci,m_pci,,,SVI
230,7700,SVI_E_NOHSDP,"SVI 2018: Persons (age 25+) with no high school diploma estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_nohsdp,e_nohsdp,e_nohsdp,,,SVI
231,7700,SVI_M_NOHSDP,"SVI 2018: Persons (age 25+) with no high school diploma estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_nohsdp,m_nohsdp,m_nohsdp,,,SVI
232,7700,SVI_E_AGE65,"SVI 2018: Persons aged 65 and older estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_age65,e_age65,e_age65,,,SVI
233,7700,SVI_M_AGE65,"SVI 2018: Persons aged 65 and older estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_age65,m_age65,m_age65,,,SVI
234,7700,SVI_E_AGE17,"SVI 2018: Persons aged 17 and younger estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_age17,e_age17,e_age17,,,SVI
235,7700,SVI_M_AGE17,"SVI 2018: Persons aged 17 and younger estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_age17,m_age17,m_age17,,,SVI
236,7700,SVI_E_DISABL,"SVI 2018: Civilian noninstitutionalized population with a disability estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_disabl,e_disabl,e_disabl,,,SVI
237,7700,SVI_M_DISABL,"SVI 2018: Civilian noninstitutionalized population with a disability estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_disabl,m_disabl,m_disabl,,,SVI
238,7700,SVI_E_SNGPNT,"SVI 2018: Single parent household with children under 18 estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_sngpnt,e_sngpnt,e_sngpnt,,,SVI
239,7700,SVI_M_SNGPNT,"SVI 2018: Single parent household with children under 18 estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_sngpnt,m_sngpnt,m_sngpnt,,,SVI
240,7700,SVI_E_MINRTY,"SVI 2018: Minority (all persons except white, non-Hispanic) estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_minrty,e_minrty,e_minrty,,,SVI
241,7700,SVI_M_MINRTY,"SVI 2018: Minority (all persons except white, non-Hispanic) estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_minrty,m_minrty,m_minrty,,,SVI
242,7700,SVI_E_LIMENG,"SVI 2018: Persons (age 5+) who speak English ""less than well"" estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_limeng,e_limeng,e_limeng,,,SVI
243,7700,SVI_M_LIMENG,"SVI 2018: Persons (age 5+) who speak English ""less than well"" estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_limeng,m_limeng,m_limeng,,,SVI
244,7700,SVI_E_MUNIT,"SVI 2018: Housing in structures with 10 or more units estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_munit,e_munit,e_munit,,,SVI
245,7700,SVI_M_MUNIT,"SVI 2018: Housing in structures with 10 or more units estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_munit,m_munit,m_munit,,,SVI
246,7700,SVI_E_MOBILE,"SVI 2018: Mobile homes estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_mobile,e_mobile,e_mobile,,,SVI
247,7700,SVI_M_MOBILE,"SVI 2018: Mobile homes estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_mobile,m_mobile,m_mobile,,,SVI
248,7700,SVI_E_CROWD,"SVI 2018: At household level (occupied housing units), more people than rooms estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_crowd,e_crowd,e_crowd,,,SVI
249,7700,SVI_M_CROWD,"SVI 2018: At household level (occupied housing units), more people than rooms estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_crowd,m_crowd,m_crowd,,,SVI
250,7700,SVI_E_NOVEH,"SVI 2018: Households with no vehicle available estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_noveh,e_noveh,e_noveh,,,SVI
251,7700,SVI_M_NOVEH,"SVI 2018: Households with no vehicle available estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_noveh,m_noveh,m_noveh,,,SVI
252,7700,SVI_E_GROUPQ,"SVI 2018: Persons in group quarters estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,e_groupq,e_groupq,e_groupq,,,SVI
253,7700,SVI_M_GROUPQ,"SVI 2018: Persons in group quarters estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,m_groupq,m_groupq,m_groupq,,,SVI
254,7700,SVI_EP_POV,SVI 2018: Percentage of persons below poverty estimate,9918,FIPS,,2018-01-01,2018-12-31,ep_pov,ep_pov,ep_pov,,,SVI
255,7700,SVI_MP_POV,SVI 2018: Percentage of persons below poverty estimate MOE,9918,FIPS,,2018-01-01,2018-12-31,mp_pov,mp_pov,mp_pov,,,SVI
256,7700,SVI_EP_UNEMP,SVI 2018: Unemployment Rate estimate,9918,FIPS,,2018-01-01,2018-12-31,ep_unemp,ep_unemp,ep_unemp,,,SVI
257,7700,SVI_MP_UNEMP,SVI 2018: Unemployment Rate estimate MOE,9918,FIPS,,2018-01-01,2018-12-31,mp_unemp,mp_unemp,mp_unemp,,,SVI
258,7700,SVI_EP_PCI,"SVI 2018: Per capita income estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,ep_pci,ep_pci,ep_pci,,,SVI
259,7700,SVI_MP_PCI,"SVI 2018: Per capita income estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,mp_pci,mp_pci,mp_pci,,,SVI
260,7700,SVI_EP_NOHSDP,SVI 2018: Percentage of persons with no high school diploma (age 25+) estimate,9918,FIPS,,2018-01-01,2018-12-31,ep_nohsdp,ep_nohsdp,ep_nohsdp,,,SVI
261,7700,SVI_MP_NOHSDP,SVI 2018: Percentage of persons with no high school diploma (25+) estimate MOE,9918,FIPS,,2018-01-01,2018-12-31,mp_nohsdp,mp_nohsdp,mp_nohsdp,,,SVI
262,7700,SVI_EP_AGE65,"SVI 2018: Percentage of persons aged 65 and older estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,ep_age65,ep_age65,ep_age65,,,SVI
263,7700,SVI_MP_AGE65,"SVI 2018: Percentage of persons aged 65 and older estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,mp_age65,mp_age65,mp_age65,,,SVI
264,7700,SVI_EP_AGE17,"SVI 2018: Percentage of persons aged 17 and younger estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,ep_age17,ep_age17,ep_age17,,,SVI
265,7700,SVI_MP_AGE17,"SVI 2018: Percentage of persons aged 17 and younger estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,mp_age17,mp_age17,mp_age17,,,SVI
266,7700,SVI_EP_DISABL,"SVI 2018: Percentage of civilian noninstitutionalized population with a disability estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,ep_disabl,ep_disabl,ep_disabl,,,SVI
267,7700,SVI_MP_DISABL,"SVI 2018: Percentage of civilian noninstitutionalized population with a disability estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,mp_disabl,mp_disabl,mp_disabl,,,SVI
268,7700,SVI_EP_SNGPNT,"SVI 2018: Percentage of single parent households with children under 18 estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,ep_sngpnt,ep_sngpnt,ep_sngpnt,,,SVI
269,7700,SVI_MP_SNGPNT,"SVI 2018: Percentage of single parent households with children under 18 estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,mp_sngpnt,mp_sngpnt,mp_sngpnt,,,SVI
270,7700,SVI_EP_MINRTY,"SVI 2018: Percentage minority (all persons except white, non-Hispanic) estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,ep_minrty,ep_minrty,ep_minrty,,,SVI
271,7700,SVI_MP_MINRTY,"SVI 2018: Percentage minority (all persons except white, non-Hispanic) estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,mp_minrty,mp_minrty,mp_minrty,,,SVI
272,7700,SVI_EP_LIMENG,"SVI 2018: Percentage of persons (age 5+) who speak English ""less than well"" estimate, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,ep_limeng,ep_limeng,ep_limeng,,,SVI
273,7700,SVI_MP_LIMENG,"SVI 2018: Percentage of persons (age 5+) who speak English ""less than well"" estimate MOE, 2014-2018 ACS",9918,FIPS,,2018-01-01,2018-12-31,mp_limeng,mp_limeng,mp_limeng,,,SVI
274,7700,SVI_EP_MUNIT,SVI 2018: Percentage of housing in structures with 10 or more units estimate,9918,FIPS,,2018-01-01,2018-12-31,ep_munit,ep_munit,ep_munit,,,SVI
